Date,Target_Name,Target_Industry_Macro,Target_Industry_Mid,Target_Nation,Buyer_Name,Buyer_Industry_Macro,Buyer_Industry_Mid,Buyer_Nation,Target_Revenues,Target_EBITDA,Target_EV,Target_Industry_Detailed,Target_Status,Year,EV_Rev,EV_EBITDA,Target_Revenues_v2,Target_EBITDA_v2,Target_EV_v2
30/10/2023,MeiraGTx Holdings plc,Healthcare,Biotechnology,United States,Sanofi Foreign Participations BV,Healthcare,Pharmaceuticals,Netherlands,6.33,-115.28,456.98,Business Services,Public,2023,72.21,-3.96,6.33,-115.28,456.98
05/06/2024,Melcor Developments Ltd,Real Estate,Other Real Estate,Canada,Melcor Developments Ltd,Real Estate,Other Real Estate,Canada,225.12,82.48,672.35,Real Estate; Mortgage Bankers and Brokers,Public,2024,2.99,8.15,225.12,82.48,672.35
05/06/2023,Melcor Developments Ltd,Real Estate,Other Real Estate,Canada,Melcor Developments Ltd,Real Estate,Other Real Estate,Canada,153.27,57.17,698.54,Real Estate; Mortgage Bankers and Brokers,Public,2023,4.56,12.22,153.27,57.17,698.54
30/03/2022,Melcor Developments Ltd,Real Estate,Other Real Estate,Canada,Melcor Developments Ltd,Real Estate,Other Real Estate,Canada,219.76,79.20,884.57,Real Estate; Mortgage Bankers and Brokers,Public,2022,4.03,11.17,219.76,79.20,884.57
28/03/2019,Melcor Developments Ltd,Real Estate,Other Real Estate,Canada,Melcor Developments Ltd,Real Estate,Other Real Estate,Canada,145.89,48.65,703.24,Real Estate; Mortgage Bankers and Brokers,Public,2019,4.82,14.46,145.89,48.65,703.24
27/03/2015,Melcor Developments Ltd,Real Estate,Other Real Estate,Canada,Melcor Developments Ltd,Real Estate,Other Real Estate,Canada,222.71,90.57,871.26,Real Estate; Mortgage Bankers and Brokers,Public,2015,3.91,9.62,222.71,90.57,871.26
07/12/2022,Melia Hotels International SA,Media and Entertainment,Hotels and Lodging,Spain,Global Alpha Capital Management Ltd,Financials,Asset Management,Canada,"1,338.81",286.64,"4,022.30",Hotels and Casinos,Public,2022,3.00,14.03,"1,338.81",286.64,"4,022.30"
21/10/2019,Melia Hotels International SA,Media and Entertainment,Hotels and Lodging,Spain,Melia Hotels International SA,Media and Entertainment,Hotels and Lodging,Spain,"1,821.44",377.08,"3,425.19",Hotels and Casinos,Public,2019,1.88,9.08,"1,821.44",377.08,"3,425.19"
18/12/2019,Melrose Bancorp Inc,Financials,Banks,United States,Cambridge Financial Group Inc,Financials,Banks,United States,7.03,3.00,75.79,"Commercial Banks, Bank Holding Companies",Public,2019,10.78,25.25,7.03,3.00,75.79
12/11/2015,Melrose Bancorp Inc,Financials,Banks,United States,Melrose Bancorp Inc,Financials,Banks,United States,6.92,3.08,71.32,"Commercial Banks, Bank Holding Companies",Public,2015,10.31,23.15,6.92,3.08,71.32
18/01/2023,Meltwater NV,High Technology,IT Consulting & Services,Netherlands,MW Investment BV,Financials,Other Financials,Netherlands,409.88,7.49,565.60,Business Services,Public,2023,1.38,75.51,409.88,7.49,565.60
01/12/2021,Meltwater NV,High Technology,IT Consulting & Services,Netherlands,Meltwater NV,High Technology,IT Consulting & Services,Netherlands,353.30,-37.80,660.93,Business Services,Public,2021,1.87,-17.48,353.30,-37.80,660.93
15/12/2014,Memorial Resource Development Corp,Energy and Power,Oil & Gas,United States,Memorial Resource Development Corp,Energy and Power,Oil & Gas,United States,532.72,366.77,"4,383.89",Oil and Gas; Petroleum Refining,Public,2014,8.23,11.95,532.72,366.77,"4,383.89"
16/05/2016,Memorial Resource Development Corp,Energy and Power,Oil & Gas,United States,Range Resources Corp,Energy and Power,Oil & Gas,United States,124.75,17.56,"5,585.34",Oil and Gas; Petroleum Refining,Public,2016,44.77,318.05,124.75,17.56,"5,585.34"
28/10/2021,Mendi Innovations AB,Healthcare,Healthcare Equipment & Supplies,Sweden,First Venture Sweden Private AB,Financials,Other Financials,Sweden,0.84,-1.81,20.01,"Measuring, Medical, Photo Equipment; Clocks",Private,2021,23.86,-11.08,0.84,-1.81,20.01
03/07/2019,Mene Inc,Consumer Products and Services,Other Consumer Products,Canada,GoldMoney Inc,High Technology,Software,Canada,5.07,-3.29,7.21,Miscellaneous Manufacturing,Public,2019,1.42,-2.19,5.07,-3.29,7.21
07/05/2024,Mennica Polska SA,Consumer Products and Services,Other Consumer Products,Poland,Mennica Polska SA,Consumer Products and Services,Other Consumer Products,Poland,292.68,35.05,206.24,Miscellaneous Manufacturing,Public,2024,0.70,5.88,292.68,35.05,206.24
08/08/2014,Mentor Capital Inc,Financials,Other Financials,United States,Mentor Capital Inc,Financials,Other Financials,United States,2.46,-0.36,8.56,Investment & Commodity Firms/Dealers/Exchanges,Public,2014,3.48,-23.48,2.46,-0.36,8.56
14/11/2016,Mentor Graphics Corp,High Technology,IT Consulting & Services,United States,Siemens AG,Telecommunications,Telecommunications Equipment,Germany,"1,039.95",176.48,"3,879.38",Business Services,Public,2016,3.73,21.98,"1,039.95",176.48,"3,879.38"
19/02/2016,Mentor Graphics Corp,High Technology,IT Consulting & Services,United States,Mentor Graphics Corp,High Technology,IT Consulting & Services,United States,"1,090.08",219.12,"1,857.20",Business Services,Public,2016,1.70,8.48,"1,090.08",219.12,"1,857.20"
10/03/2021,Mentor Medier AS,Media and Entertainment,Publishing,Norway,Polaris Media ASA,Media and Entertainment,Publishing,Norway,38.87,3.06,11.10,"Printing, Publishing, and Allied Services",Private,2021,0.29,3.63,38.87,3.06,11.10
31/12/2014,Mepet Metro Petrol ve Tesisleri Sanayi Ticaret AS,Energy and Power,Oil & Gas,Turkey,Metro Ticari ve Mali Yatirimlar Holding AS,Consumer Products and Services,Travel Services,Turkey,81.22,4.84,174.32,Miscellaneous Retail Trade,Public,2014,2.15,36.04,81.22,4.84,174.32
25/06/2014,Mepet Metro Petrol ve Tesisleri Sanayi Ticaret AS,Energy and Power,Oil & Gas,Turkey,Metro Ticari ve Mali Yatirimlar Holding AS,Consumer Products and Services,Travel Services,Turkey,83.94,1.10,108.89,Miscellaneous Retail Trade,Public,2014,1.30,98.65,83.94,1.10,108.89
22/05/2014,Mepet Metro Petrol ve Tesisleri Sanayi Ticaret AS,Energy and Power,Oil & Gas,Turkey,Metro Ticari ve Mali Yatirimlar Holding AS,Consumer Products and Services,Travel Services,Turkey,83.94,1.10,119.26,Miscellaneous Retail Trade,Public,2014,1.42,108.04,83.94,1.10,119.26
13/06/2022,Mercati Srl,Consumer Products and Services,Other Consumer Products,Italy,Promotica SpA,Media and Entertainment,Advertising & Marketing,Italy,7.95,1.16,9.22,Wholesale Trade-Durable Goods,Private,2022,1.16,7.92,7.95,1.16,9.22
10/02/2023,Mercator Medical SA,Healthcare,Healthcare Equipment & Supplies,Poland,Mercator Medical SA,Healthcare,Healthcare Equipment & Supplies,Poland,115.80,-35.11,47.36,"Measuring, Medical, Photo Equipment; Clocks",Public,2023,0.41,-1.35,115.80,-35.11,47.36
20/04/2021,Mercator Medical SA,Healthcare,Healthcare Equipment & Supplies,Poland,Mercator Medical SA,Healthcare,Healthcare Equipment & Supplies,Poland,471.82,288.03,"1,106.37","Measuring, Medical, Photo Equipment; Clocks",Public,2021,2.34,3.84,471.82,288.03,"1,106.37"
25/05/2022,Mercell Holding AS,High Technology,Software,Norway,Spring Cayman Bidco LLC,Financials,Other Financials,United States,78.14,15.06,447.92,Prepackaged Software,Public,2022,5.73,29.75,78.14,15.06,447.92
24/10/2016,"Merchants Bancshares Inc,Burlington,Vermont",Financials,Banks,United States,Community Bank System Inc,Financials,Banks,United States,55.28,20.20,585.71,"Commercial Banks, Bank Holding Companies",Public,2016,10.60,28.99,55.28,20.20,585.71
04/04/2022,Mercialys SA,Real Estate,Real Estate Management & Development,France,Undisclosed Acquiror,Financials,Brokerage,Unknown,175.03,105.85,"1,960.03",Real Estate; Mortgage Bankers and Brokers,Public,2022,11.20,18.52,175.03,105.85,"1,960.03"
21/08/2020,Mercialys SA,Real Estate,Real Estate Management & Development,France,Undisclosed Acquiror,Financials,Brokerage,Unknown,191.61,133.09,"1,916.02",Real Estate; Mortgage Bankers and Brokers,Public,2020,10.00,14.40,191.61,133.09,"1,916.02"
26/07/2018,Mercialys SA,Real Estate,Real Estate Management & Development,France,Undisclosed Acquiror,Financials,Brokerage,Unknown,187.49,110.96,"2,892.84",Real Estate; Mortgage Bankers and Brokers,Public,2018,15.43,26.07,187.49,110.96,"2,892.84"
30/06/2020,Mercor SA,Consumer Products and Services,Home Furnishings,Poland,Mercor SA,Consumer Products and Services,Home Furnishings,Poland,90.27,11.77,44.85,Metal and Metal Products,Public,2020,0.50,3.81,90.27,11.77,44.85
24/06/2022,Mercury Systems Inc,High Technology,Computers & Peripherals,United States,Starboard Value & Opportunity Master Fund Ltd,Financials,Asset Management,United States,858.87,140.41,457.72,Computer and Office Equipment,Public,2022,0.53,3.26,858.87,140.41,457.72
13/03/2020,MERCURY TRADE SOLUTIONS SL,High Technology,Software,Spain,Banco Santander SA,Financials,Banks,Spain,14.02,9.53,56.21,Prepackaged Software,Private,2020,4.01,5.90,14.02,9.53,56.21
03/05/2021,Meredith Corp,Media and Entertainment,Publishing,United States,Gray Television Inc,Media and Entertainment,Broadcasting,United States,"2,447.73",599.42,"2,727.25","Printing, Publishing, and Allied Services",Public,2021,1.11,4.55,"2,447.73",599.42,"2,727.25"
08/09/2015,Meredith Corp,Media and Entertainment,Publishing,United States,Media General Inc,Financials,Other Financials,United States,"1,431.68",285.51,"2,782.12","Printing, Publishing, and Allied Services",Public,2015,1.94,9.74,"1,431.68",285.51,"2,782.12"
06/08/2015,Merge Healthcare Inc,High Technology,IT Consulting & Services,United States,International Business Machines Corp,High Technology,Computers & Peripherals,United States,107.77,20.40,892.31,Business Services,Public,2015,8.28,43.74,107.77,20.40,892.31
22/04/2021,"Meridian Bancorp Inc,Peabody,Massachusetts",Financials,Banks,United States,"Independent Bank Corp,Rockland,Massachusetts",Financials,Banks,United States,172.30,107.68,"1,435.19","Commercial Banks, Bank Holding Companies",Public,2021,8.33,13.33,172.30,107.68,"1,435.19"
07/07/2022,Meridian Bioscience Inc,Healthcare,Healthcare Equipment & Supplies,United States,Columbus Holding Co,Financials,Other Financials,United States,327.75,97.37,"1,424.64","Measuring, Medical, Photo Equipment; Clocks",Public,2022,4.35,14.63,327.75,97.37,"1,424.64"
27/07/2020,Meridian Corp,Consumer Products and Services,Professional Services,United States,Meridian Corp,Consumer Products and Services,Professional Services,United States,63.11,10.81,214.27,Business Services,Public,2020,3.40,19.82,63.11,10.81,214.27
25/07/2022,Meridiana Italia Srl,High Technology,IT Consulting & Services,Italy,Digital360 SpA,High Technology,IT Consulting & Services,Italy,4.63,0.62,7.28,Business Services,Private,2022,1.57,11.77,4.63,0.62,7.28
10/01/2017,Meridie SpA,Financials,Other Financials,Italy,Servizi Societari Srl,Financials,Other Financials,Italy,56.80,-1.37,22.02,Investment & Commodity Firms/Dealers/Exchanges,Public,2017,0.39,-16.12,56.80,-1.37,22.02
08/08/2022,Meritage Hospitality Group Inc,Retail,Food & Beverage Retailing,United States,Meritage Hospitality Group Inc,Retail,Food & Beverage Retailing,United States,418.38,31.54,323.14,Retail Trade-Eating and Drinking Places,Public,2022,0.77,10.25,418.38,31.54,323.14
10/06/2019,Meritgroup Ltd,High Technology,IT Consulting & Services,United Kingdom,Dods Group PLC,Media and Entertainment,Publishing,United Kingdom,10.18,1.69,26.24,Business Services,Private,2019,2.58,15.49,10.18,1.69,26.24
22/02/2022,Meritor Inc,Industrials,Automobiles & Components,United States,Cummins Inc,Industrials,Automobiles & Components,United States,"3,455.30",307.00,"3,155.19",Transportation Equipment,Public,2022,0.91,10.28,"3,455.30",307.00,"3,155.19"
28/06/2019,Merlin Entertainments PLC,Media and Entertainment,Recreation & Leisure,United Kingdom,Berkeley Bidco Ltd,Financials,Other Financials,United Kingdom,"1,875.31",548.82,"6,531.27",Amusement and Recreation Services,Public,2019,3.48,11.90,"1,875.31",548.82,"6,531.27"
30/12/2020,Merlin Group SA,Retail,Internet and Catalog Retailing,Poland,WNG Ltd,Financials,Other Financials,Cyprus,7.42,-1.41,2.10,Miscellaneous Retail Trade,Public,2020,0.28,-1.49,7.42,-1.41,2.10
03/11/2017,Merlin Group SA,Retail,Internet and Catalog Retailing,Poland,Saturn Towarzystwo Funduszy Inwestycyjnych SA,Financials,Asset Management,Poland,5.61,-1.61,14.45,Miscellaneous Retail Trade,Public,2017,2.58,-8.98,5.61,-1.61,14.45
02/11/2017,Merlyn Industries Ltd,Materials,Construction Materials,Ireland,Norcros Group Holdings Ltd,Materials,Construction Materials,United Kingdom,36.54,8.16,47.83,"Stone, Clay, Glass, and Concrete Products",Private,2017,1.31,5.86,36.54,8.16,47.83
12/05/2015,Mermaid A/S,High Technology,Computers & Peripherals,Denmark,MultiQ International AB,High Technology,Computers & Peripherals,Sweden,6.84,-0.88,3.12,Computer and Office Equipment,Public,2015,0.46,-3.55,6.84,-0.88,3.12
13/04/2015,Mermaid A/S,High Technology,Computers & Peripherals,Denmark,MultiQ International AB,High Technology,Computers & Peripherals,Sweden,6.84,-0.88,1.98,Computer and Office Equipment,Public,2015,0.29,-2.26,6.84,-0.88,1.98
27/05/2015,Meru Networks Inc,High Technology,Computers & Peripherals,United States,Fortinet Inc,High Technology,IT Consulting & Services,United States,81.74,-13.72,27.34,Computer and Office Equipment,Public,2015,0.33,-1.99,81.74,-13.72,27.34
17/11/2014,Merus Labs International Inc,Healthcare,Pharmaceuticals,Canada,Merus Labs International Inc,Healthcare,Pharmaceuticals,Canada,18.49,8.55,140.37,Drugs,Public,2014,7.59,16.42,18.49,8.55,140.37
21/12/2016,Merus NV,Healthcare,Biotechnology,Netherlands,Incyte Corp,Healthcare,Biotechnology,United States,3.46,-19.77,319.52,Business Services,Public,2016,92.48,-16.16,3.46,-19.77,319.52
28/09/2018,MESGO SpA,Materials,Chemicals,Italy,HEXPOL AB,Materials,Chemicals,Sweden,63.96,11.05,218.41,Chemicals and Allied Products,Private,2018,3.41,19.77,63.96,11.05,218.41
03/09/2021,Meta Financial Group Inc,Financials,Other Financials,United States,Meta Financial Group Inc,Financials,Other Financials,United States,393.43,141.01,796.25,"Commercial Banks, Bank Holding Companies",Public,2021,2.02,5.65,393.43,141.01,796.25
26/03/2019,Meta Financial Group Inc,Financials,Other Financials,United States,Meta Financial Group Inc,Financials,Other Financials,United States,272.95,82.34,776.92,"Commercial Banks, Bank Holding Companies",Public,2019,2.85,9.44,272.95,82.34,776.92
20/11/2019,Meta Financial Group Inc,Financials,Other Financials,United States,Meta Financial Group Inc,Financials,Other Financials,United States,407.96,120.30,"1,806.56","Commercial Banks, Bank Holding Companies",Public,2019,4.43,15.02,407.96,120.30,"1,806.56"
21/08/2020,Meta Growth Corp,Retail,Other Retailing,Canada,High Tide Inc,Retail,Other Retailing,Canada,28.00,-1.97,38.19,Miscellaneous Retail Trade,Public,2020,1.36,-19.38,28.00,-1.97,38.19
08/07/2024,Meta System SpA,Industrials,Automobiles & Components,Italy,Jianeng Meida (Taizhou) Holdings Co Ltd,Financials,Other Financials,China (Mainland),284.45,24.61,342.20,Electronic and Electrical Equipment,Private,2024,1.20,13.91,284.45,24.61,342.20
23/12/2022,METabolic EXplorer SA,Healthcare,Biotechnology,France,Creditors,Financials,Other Financials,France,226.60,-34.95,202.77,Drugs,Public,2022,0.89,-5.80,226.60,-34.95,202.77
03/11/2016,Metaldyne Performance Group Inc,Industrials,Automobiles & Components,United States,American Axle & Manufacturing Holdings Inc,Industrials,Automobiles & Components,United States,"1,907.91",311.36,"2,903.91",Transportation Equipment,Public,2016,1.52,9.33,"1,907.91",311.36,"2,903.91"
16/06/2015,Metalico Inc,Materials,Other Materials,United States,Total Merchant Ltd,Financials,Other Financials,United States,70.73,-4.76,134.21,Wholesale Trade-Durable Goods,Public,2015,1.90,-28.18,70.73,-4.76,134.21
23/02/2015,Metalico Inc,Materials,Other Materials,United States,Adam Weitsman,Financials,Other Financials,United States,393.52,11.21,106.90,Wholesale Trade-Durable Goods,Public,2015,0.27,9.54,393.52,11.21,106.90
08/09/2023,Metalla Royalty & Streaming Ltd,Materials,Metals & Mining,Canada,Beedie Investments Ltd,Financials,Other Financials,Canada,3.04,-3.46,177.78,Mining,Public,2023,58.56,-51.38,3.04,-3.46,177.78
20/06/2024,Metals Exploration PLC,Materials,Metals & Mining,United Kingdom,Metals Exploration PLC,Materials,Metals & Mining,United Kingdom,151.04,161.65,113.99,Mining,Public,2024,0.75,0.71,151.04,161.65,113.99
21/09/2020,Metamaterial Inc,High Technology,Semiconductors,Canada,Torchlight Energy Resources Inc,Energy and Power,Oil & Gas,United States,0.58,-2.74,8.93,Electronic and Electrical Equipment,Public,2020,15.35,-3.27,0.58,-2.74,8.93
18/06/2018,Metanor Resources Inc,Materials,Metals & Mining,Canada,BonTerra Resources Inc,Materials,Metals & Mining,Canada,31.19,0.49,45.38,Mining,Public,2018,1.45,92.28,31.19,0.49,45.38
13/03/2020,Metemtur Otelcilik & Turizm Isletmeleri AS,Media and Entertainment,Hotels and Lodging,Turkey,Metemtur Otelcilik & Turizm Isletmeleri AS,Media and Entertainment,Hotels and Lodging,Turkey,2.55,1.17,4.93,Hotels and Casinos,Public,2020,1.93,4.22,2.55,1.17,4.93
15/09/2022,Methanex Corp,Materials,Chemicals,Canada,Methanex Corp,Materials,Chemicals,Canada,"4,426.20","1,070.91","4,548.10",Chemicals and Allied Products,Public,2022,1.03,4.25,"4,426.20","1,070.91","4,548.10"
16/09/2021,Methanex Corp,Materials,Chemicals,Canada,Methanex Corp,Materials,Chemicals,Canada,"4,173.26",993.72,"4,146.80",Chemicals and Allied Products,Public,2021,0.99,4.17,"4,173.26",993.72,"4,146.80"
05/03/2018,Methanex Corp,Materials,Chemicals,Canada,Methanex Corp,Materials,Chemicals,Canada,"2,551.38",590.77,"4,541.04",Chemicals and Allied Products,Public,2018,1.78,7.69,"2,551.38",590.77,"4,541.04"
29/04/2014,Methanex Corp,Materials,Chemicals,Canada,Methanex Corp,Materials,Chemicals,Canada,"2,377.52",555.62,"4,628.95",Chemicals and Allied Products,Public,2014,1.95,8.33,"2,377.52",555.62,"4,628.95"
11/03/2019,Methanex Corp,Materials,Chemicals,Canada,Methanex Corp,Materials,Chemicals,Canada,"3,428.26",937.25,"5,016.53",Chemicals and Allied Products,Public,2019,1.46,5.35,"3,428.26",937.25,"5,016.53"
06/03/2017,Methanex Corp,Materials,Chemicals,Canada,Methanex Corp,Materials,Chemicals,Canada,"1,900.90",213.07,"5,461.63",Chemicals and Allied Products,Public,2017,2.87,25.63,"1,900.90",213.07,"5,461.63"
29/04/2015,Methanex Corp,Materials,Chemicals,Canada,Methanex Corp,Materials,Chemicals,Canada,"2,502.95",540.66,"5,719.72",Chemicals and Allied Products,Public,2015,2.29,10.58,"2,502.95",540.66,"5,719.72"
27/06/2022,Methodos SpA,Consumer Products and Services,Professional Services,Italy,Digital360 SpA,High Technology,IT Consulting & Services,Italy,5.84,0.90,8.89,Business Services,Private,2022,1.52,9.91,5.84,0.90,8.89
14/12/2016,Metka Industrial-Construction SA,Industrials,Building/Construction & Engineering,Greece,Mytilineos Holdings Sa,Materials,Metals & Mining,Greece,262.63,38.68,157.08,Construction Firms,Public,2016,0.60,4.06,262.63,38.68,157.08
01/04/2022,Metria AB,Consumer Products and Services,Professional Services,Sweden,Sikri Holding AS,High Technology,Software,Norway,41.70,4.34,62.65,"Agriculture, Forestry, and Fishing",Private,2022,1.50,14.44,41.70,4.34,62.65
12/12/2016,Metro 5 SpA,Industrials,Transportation & Infrastructure,Italy,Ferrovie Dello Stato Italiane SpA,Industrials,Transportation & Infrastructure,Italy,69.99,44.62,510.86,Transportation and Shipping (except air),Private,2016,7.30,11.45,69.99,44.62,510.86
13/09/2020,METRO AG,Retail,Food & Beverage Retailing,Germany,EP Global Commerce GmbH,Financials,Asset Management,Germany,"23,885.00",778.00,"6,883.83",Retail Trade-Food Stores,Public,2020,0.29,8.85,"23,885.00",778.00,"6,883.83"
21/06/2019,METRO AG,Retail,Food & Beverage Retailing,Germany,Investor Group,Financials,Other Financials,Germany,"27,382.00",-46.00,"9,924.56",Retail Trade-Food Stores,Public,2019,0.36,-215.75,"27,382.00",-46.00,"9,924.56"
21/06/2019,METRO AG,Retail,Food & Beverage Retailing,Germany,EP Global Commerce II GmbH,Financials,Other Financials,Germany,"25,685.00",965.00,"8,751.56",Retail Trade-Food Stores,Public,2019,0.34,9.07,"25,685.00",965.00,"8,751.56"
24/08/2018,METRO AG,Retail,Food & Beverage Retailing,Germany,EP Global Commerce GmbH,Financials,Asset Management,Germany,"25,685.00",965.00,"8,703.95",Retail Trade-Food Stores,Public,2018,0.34,9.02,"25,685.00",965.00,"8,703.95"
04/08/2015,"Metro Bancorp Inc,Harrisburg,Pennsylvania",Financials,Banks,United States,"FNB Corp,Pittsburgh,Pennsylvania",Financials,Banks,United States,50.74,15.42,692.96,"Commercial Banks, Bank Holding Companies",Public,2015,13.66,44.93,50.74,15.42,692.96
14/10/2014,"Metro Bancorp Inc,Harrisburg,Pennsylvania",Financials,Banks,United States,"Metro Bancorp Inc,Harrisburg,Pennsylvania",Financials,Banks,United States,64.34,20.29,509.32,"Commercial Banks, Bank Holding Companies",Public,2014,7.92,25.11,64.34,20.29,509.32
16/01/2023,Metro Bank PLC,Financials,Banks,United Kingdom,Caius Capital LLP,Financials,Other Financials,United Kingdom,549.23,367.05,889.10,"Commercial Banks, Bank Holding Companies",Public,2023,1.62,2.42,549.23,367.05,889.10
08/09/2014,Metro Inc,Retail,Food & Beverage Retailing,Canada,Metro Inc,Retail,Food & Beverage Retailing,Canada,"7,934.57",547.90,"4,934.69",Retail Trade-Food Stores,Public,2014,0.62,9.01,"7,934.57",547.90,"4,934.69"
06/11/2014,Metro MRI Ltd,Healthcare,Hospitals,United Kingdom,Assura Group Ltd,Real Estate,REITs,United Kingdom,3.05,1.92,75.79,Health Services,Private,2014,24.86,39.49,3.05,1.92,75.79
20/05/2022,Metro Ticari ve Mali Yatirimlar Holding AS,Consumer Products and Services,Travel Services,Turkey,Investor Group,Financials,Other Financials,Turkey,3.58,20.99,40.99,Transportation and Shipping (except air),Public,2022,11.43,1.95,3.58,20.99,40.99
23/04/2021,MetroCity Bankshares Inc,Financials,Banks,United States,MetroCity Bankshares Inc,Financials,Banks,United States,84.20,47.54,240.47,"Commercial Banks, Bank Holding Companies",Public,2021,2.86,5.06,84.20,47.54,240.47
08/11/2021,Metromile Inc,Financials,Insurance,United States,Lemonade Inc,Financials,Insurance,United States,44.05,-99.25,266.05,Insurance,Public,2021,6.04,-2.68,44.05,-99.25,266.05
05/04/2023,Metropole Television SA,Media and Entertainment,Broadcasting,France,CMA CGM SA,Industrials,Transportation & Infrastructure,France,"1,347.30",428.20,"1,820.36",Radio and Television Broadcasting Stations,Public,2023,1.35,4.25,"1,347.30",428.20,"1,820.36"
17/12/2022,Metropole Television SA,Media and Entertainment,Broadcasting,France,CMA CGM SA,Industrials,Transportation & Infrastructure,France,"1,409.60",434.50,"1,928.82",Radio and Television Broadcasting Stations,Public,2022,1.37,4.44,"1,409.60",434.50,"1,928.82"
17/05/2021,Metropole Television SA,Media and Entertainment,Broadcasting,France,Television Francaise 1 SA,Media and Entertainment,Broadcasting,France,"1,248.90",366.90,"2,203.64",Radio and Television Broadcasting Stations,Public,2021,1.76,6.01,"1,248.90",366.90,"2,203.64"
09/01/2023,Metropolitana de Obras Y Proyectos SL,Industrials,Building/Construction & Engineering,Spain,Investor Group,Financials,Other Financials,Spain,34.97,1.05,21.92,Construction Firms,Private,2023,0.63,20.80,34.97,1.05,21.92
05/02/2020,Metrovacesa SA,Real Estate,Real Estate Management & Development,Spain,Inversora Carso SA de CV,Real Estate,Real Estate Management & Development,Mexico,161.51,-7.89,"1,501.97",Real Estate; Mortgage Bankers and Brokers,Public,2020,9.30,-190.46,161.51,-7.89,"1,501.97"
23/12/2014,Metrovacesa SA,Real Estate,Real Estate Management & Development,Spain,Banco Santander SA,Financials,Banks,Spain,207.77,75.74,"5,624.87",Real Estate; Mortgage Bankers and Brokers,Private,2014,27.07,74.26,207.77,75.74,"5,624.87"
01/04/2014,Metso Oyj,Industrials,Machinery,Finland,Weir Group PLC,Industrials,Machinery,United Kingdom,"3,085.00",427.00,"5,095.93",Machinery,Public,2014,1.65,11.93,"3,085.00",427.00,"5,095.93"
01/12/2016,Mettrum Health Corp,Healthcare,Pharmaceuticals,Canada,Canopy Growth Corp,Healthcare,Pharmaceuticals,Canada,9.28,-2.79,267.36,Drugs,Public,2016,28.81,-95.99,9.28,-2.79,267.36
19/07/2021,Mevgal SA,Consumer Staples,Food and Beverage,Greece,Hatzakou Family,Financials,Other Financials,Greece,116.85,8.44,108.89,Food and Kindred Products,Private,2021,0.93,12.90,116.85,8.44,108.89
17/12/2014,MeVis Medical Solutions AG,High Technology,Software,Germany,VMS Deutschland Holdings GmbH,Healthcare,Healthcare Equipment & Supplies,Germany,13.21,5.79,15.42,Prepackaged Software,Public,2014,1.17,2.66,13.21,5.79,15.42
13/05/2019,Meware Srl,High Technology,IT Consulting & Services,Italy,DigiTouch SpA,Media and Entertainment,Advertising & Marketing,Italy,6.60,0.43,3.34,Business Services,Private,2019,0.51,7.81,6.60,0.43,3.34
13/05/2019,Meware Srl,High Technology,IT Consulting & Services,Italy,DigiTouch SpA,Media and Entertainment,Advertising & Marketing,Italy,7.89,0.66,1.41,Business Services,Private,2019,0.18,2.15,7.89,0.66,1.41
10/04/2023,Mexco Energy Corp,Energy and Power,Oil & Gas,United States,Mexco Energy Corp,Energy and Power,Oil & Gas,United States,8.82,6.20,20.55,Oil and Gas; Petroleum Refining,Public,2023,2.33,3.32,8.82,6.20,20.55
01/02/2016,MF Fashion SpA,High Technology,E-commerce / B2B,Italy,Giglio Group SpA,High Technology,E-commerce / B2B,Italy,11.79,0.99,6.27,Business Services,Private,2016,0.53,6.36,11.79,0.99,6.27
16/06/2020,MFA Financial Inc,Real Estate,REITs,United States,Investor Group,Financials,Other Financials,United States,353.44,-178.21,"7,920.12",Investment & Commodity Firms/Dealers/Exchanges,Public,2020,22.41,-44.44,353.44,-178.21,"7,920.12"
29/06/2022,MFE-MediaForEurope NV,Media and Entertainment,Broadcasting,Italy,MFE-MediaForEurope NV,Media and Entertainment,Broadcasting,Italy,"2,934.40",854.00,764.35,Radio and Television Broadcasting Stations,Public,2022,0.26,0.90,"2,934.40",854.00,764.35
27/11/2017,MGC Diagnostics Corp,Healthcare,Healthcare Equipment & Supplies,United States,Altus Capital Partners LLC,Financials,Alternative Financial Investments,United States,34.18,2.30,36.79,"Measuring, Medical, Photo Equipment; Clocks",Public,2017,1.08,16.01,34.18,2.30,36.79
01/04/2016,MGI Digital Technology SA,Industrials,Machinery,France,Konica Minolta Inc,High Technology,Electronics,Japan,45.75,12.33,203.52,Machinery,Public,2016,4.45,16.51,45.75,12.33,203.52
11/03/2014,MGM Energy Corp,Energy and Power,Oil & Gas,Canada,Paramount Resources Ltd,Energy and Power,Oil & Gas,Canada,0.36,-5.47,32.05,Oil and Gas; Petroleum Refining,Public,2014,88.10,-5.86,0.36,-5.47,32.05
04/08/2021,MGM Growth Properties LLC,Real Estate,REITs,United States,VICI Properties Inc,Real Estate,REITs,United States,655.73,622.74,"8,753.15",Investment & Commodity Firms/Dealers/Exchanges,Public,2021,13.35,14.06,655.73,622.74,"8,753.15"
14/01/2020,MGM Growth Properties LLC,Real Estate,REITs,United States,Blackstone Real Estate Income Trust Inc,Real Estate,Non Residential,United States,785.97,750.12,"6,826.34",Investment & Commodity Firms/Dealers/Exchanges,Public,2020,8.69,9.10,785.97,750.12,"6,826.34"
